"id";"name.it";"name.en";"description.it";"description.en";"enabled";"imageId";"price"
"2802";"IL CASANOVA ";"THE CASANOVA";"";"";"0";"1470";"12"
"2803";"PIMM'S N1 & LEMONADE";"PIMM'S N1 & LEMONADE";"";"";"1";"1471";"12"
"2804";"CERVARO DELLA SALA MARCHESE ANTINORI 2022";"CERVARO DELLA SALA MARCHESE ANTINORI 2022";"Antinori realizza “Cervaro della Sala” nella tenuta del Castello della Sala, vinificando le uve Chardonnay e un saldo di uve Grechetto provenienti da un terreno argilloso abbondantemente sparso di fossili marini, sopra un suolo di matrice calcarea. I vigneti si estendono per 200 ettari a nord di Orvieto, con esposizione nord-est, su pendii compresi fra i 470 e i 220 metri di quota. Le operazioni di vinificazione si svolgono separatamente per le due varietà, all’interno della cantina costruita per sfruttare la gravità. La macerazione pellicolare a temperatura controllata di 10 °C si protrae per 4 giorni: il mosto viene quindi riversato per caduta in serbatoi di decantazione in acciaio, dove procede una fase di illimpidimento statico. La fermentazione alcolica e quella malo-lattica dello Chardonnay hanno luogo in barrique di rovere francese: dopo circa 5 mesi di sosta viene travasato di nuovo in acciaio, unendolo al Grechetto che è stato elaborato unicamente in vasche inox. Dopo l’assemblaggio e un periodo di riposo si procede all’imbottigliamento e all’affinamento finale in bottiglia per circa 10 mesi all’interno delle cantine.  “Cervaro della Sala” di Antinori presenta una veste leggiadra dai toni giallo paglierino, con giovanili riflessi verdolini. Complesso il naso, variegato su intensi sentori di scorza d’agrumi e arancia candita, note di fiori d’acacia e sfumature speziate di vaniglia, all’interno di una cornice che rimanda ad una certa mineralità sottesa. Il sorso è ampio e morbido, il palato ricco di sensazioni saline che si fondono ai richiami di burrosa pasticceria e ad un tostato evidente di nocciola. Può sposare sorprendentemente plateau di ricci di mare e bulot, oppure affrontare un poulet de Bresse alla senape.";"Antinori creates “Cervaro della Sala” on the Castello della Sala estate, vinifying Chardonnay grapes and a balance of Grechetto grapes coming from a clayey soil abundantly scattered with marine fossils, on a limestone soil. The vineyards extend for 200 hectares north of Orvieto, with north-east exposure, on slopes between 470 and 220 meters above sea level. The winemaking operations take place separately for the two varieties, inside the cellar built to exploit gravity. The skin maceration at a controlled temperature of 10°C lasts for 4 days: the must is then poured into steel settling tanks, where a static clarification phase proceeds. The alcoholic and malolactic fermentation of the Chardonnay take place in French oak barriques: after approximately 5 months of rest it is decanted again into steel, combining it with the Grechetto which was produced solely in stainless steel tanks. After assembly and a period of rest, we proceed with bottling and final refinement in the bottle for approximately 10 months in the cellars.  “Cervaro della Sala” by Antinori presents a graceful appearance with straw yellow tones, with youthful greenish reflections. The nose is complex, variegated with intense hints of citrus peel and candied orange, notes of acacia flowers and spicy nuances of vanilla, within a frame that refers to a certain underlying minerality. The sip is broad and soft, the palate rich in saline sensations that blend with hints of buttery pastry and a clear toasted hazelnut. It can surprisingly marry plateaus of sea urchins and bulot, or face a mustard poulet de Bresse.";"1";"1472";"98"
"2805";"SCALABRONE MARCHESE ANTINORI 2023";"SCALABRONE MARCHESE ANTINORI 2023";"Il Rosato “Scalabrone” nasce nel cuore della Tenuta Guado al Tasso, uno splendido podere che si trova nel territorio di Castagneto Carducci, tra la via Bolgherese e l’Aurelia. Le vigne di Cabernet Sauvignon, Merlot e Syrah sono coltivate nell’anfiteatro bolgherese, su terreni d’origine piuttosto eterogenea, di prevalente matrice alluvionale, caratterizzati dalla presenza di sabbie, limo, argille e abbondante scheletro.  I tre vitigni sono vendemmiati e vinificati separatamente, seguendo le diverse epoche di maturazione. Al termine della diraspatura, si procede alla pressatura soffice con breve contatto con le bucce per estrarre tutti gli aromi. La fermentazione è effettuata in serbatoi d’acciaio alla temperatura controllata di 16 °C. In seguito si procede all’assemblaggio e il vino riposa qualche mese in vasche d’acciaio prima dell’imbottigliamento.  Il vino Bolgheri Rosato “Scalabrone”, realizzato da Antinori nella Tenuta Guado al Tasso, è un’etichetta che conferma la tradizione dell’area della Costa Toscana nella produzione di grandi rosati dal profilo marino e mediterraneo. Nel calice si presenta con un bellissimo colore rosa brillante. Il bouquet è intenso e fine, con profumi di petali di rosa, aromi di lampone, ribes rosso, fragoline di bosco, marasca, melagrana, cenni di erbe aromatiche della macchia mediterranea e un tocco speziato. Il sorso è limpido e sapido, con un frutto maturo e generoso, che si distende armonioso verso un finale fresco e di buona persistenza gustativa. È l’etichetta ideale per chi ama i rosati ricchi e complessi.";"The “Scalabrone” Rosato was born in the heart of Tenuta Guado al Tasso, a splendid farm located in the Castagneto Carducci area, between Via Bolgherese and the Aurelia. The Cabernet Sauvignon, Merlot and Syrah vineyards are grown in the Bolgheri amphitheater, on soils of rather heterogeneous origin, predominantly alluvial, characterized by the presence of sand, silt, clay and abundant skeleton. The three vines are harvested and vinified separately, following the different ripening periods. At the end of destemming, we proceed with soft pressing with brief contact with the skins to extract all the aromas. Fermentation is carried out in steel tanks at a controlled temperature of 16 °C. The assembly then proceeds and the wine rests for a few months in steel tanks before bottling.  The Bolgheri Rosato “Scalabrone” wine, made by Antinori in the Tenuta Guado al Tasso, is a label that confirms the tradition of the Tuscan Coast area in the production of great rosés with a marine and Mediterranean profile. In the glass it presents a beautiful bright pink color. The bouquet is intense and fine, with aromas of rose petals, aromas of raspberry, red currant, wild strawberries, morello cherry, pomegranate, hints of aromatic herbs from the Mediterranean scrub and a spicy touch. The sip is clear and savory, with ripe and generous fruit, which extends harmoniously towards a fresh finish with good tasting persistence. It is the ideal label for those who love rich and complex rosés.";"1";"1473";"48"
"2806";"CALAFURIA TENUTA TORMARESCA 2023";"CALAFURIA TENUTA TORMARESCA 2023";"“Calafuria” è un Rosato nato dal desiderio di Antinori di ampliare l’orizzonte delle sue proprietà fuori dalle terre della Toscana. La Tenuta pugliese Tormaresca comprende due poderi, Bocca di Lupo nella zona di Castel del Monte e Masseria Maime nell’Alto Salento. Masseria Maime copre una superficie di 500 ettari, di cui circa 350 destinati alla viticoltura. Le vigne si trovano tra oliveti, pinete e ampie aree di macchia mediterranea. I terreni, che poggiano su un substrato roccioso di natura calcarea e il clima mite e molto ventilato, sono da sempre ideali per la coltivazione della vite. Il vino nasce da vigneti di Negroamaro coltivati in prossimità del litorale adriatico, nel primo entroterra costiero. Al termine della vendemmia, i grappoli migliori sono scelti a mano e dopo la diraspatura, si procede alla pressatura soffice con un brevissimo contatto con le bucce. Dopo una decantazione statica, il mosto fiore viene vinificato in bianco in serbatoi d’acciaio inox a temperatura controllata di 16 °C con lieviti selezionati. Il vino matura per alcuni mesi in vasche d’acciaio e completa il suo affinamento con 4 mesi in bottiglia prima della commercializzazione.  Rosato “Calafuria” della Tenuta Tormaresca di Antinori è un  vino armonioso e raffinato, che mette in luce le migliori qualità del Negroamaro, unite a una connotazione tipicamente territoriale, che si esprime nel respiro marino che avvolge gli aromi fruttati. Alla vista si presenta con un bellissimo colore rosa tenue dai riflessi luminosi. Il profilo olfattivo è fine ed elegante, con fragranze di agrumi, pompelmo rosa, aromi di ribes rosso, lampone, melagrana, delicate sfumature floreali, cenni di erbe aromatiche tipiche della macchia mediterranea e sensazioni iodate. L’ingresso al palato è morbido, grazie a un frutto maturo e appagante, che trova un perfetto equilibrio gustativo in un finale fresco e piacevolmente sapido.";"“Calafuria” is a Rosé born from Antinori's desire to broaden the horizon of his properties outside the lands of Tuscany. The Tormaresca Apulian estate includes two farms, Bocca di Lupo in the Castel del Monte area and Masseria Maime in Alto Salento. Masseria Maime covers an area of ​​500 hectares, of which approximately 350 are intended for viticulture. The vineyards are located among olive groves, pine forests and large areas of Mediterranean scrub. The land, which rests on a rocky limestone substrate and the mild and very ventilated climate, has always been ideal for growing vines. The wine comes from Negroamaro vineyards grown near the Adriatic coast, in the first coastal hinterland. At the end of the harvest, the best bunches are chosen by hand and after destemming, soft pressing takes place with very short contact with the skins. After static decantation, the free-run must is vinified off-white in stainless steel tanks at a controlled temperature of 16°C with selected yeasts. The wine matures for a few months in steel tanks and completes its refinement with 4 months in the bottle before being released on the market.  Rosato “Calafuria” from Tenuta Tormaresca di Antinori is a harmonious and refined wine, which highlights the best qualities of Negroamaro, combined with a typically territorial connotation, which is expressed in the marine breath that envelops the fruity aromas. At sight it presents a beautiful pale pink color with bright reflections. The olfactory profile is fine and elegant, with fragrances of citrus fruits, pink grapefruit, aromas of red currant, raspberry, pomegranate, delicate floral nuances, hints of aromatic herbs typical of the Mediterranean scrub and iodine sensations. The entry to the palate is soft, thanks to a ripe and satisfying fruit, which finds a perfect gustatory balance in a fresh and pleasantly savory finish.";"1";"1474";"46"
"2807";"TIGNANELLO MARCHESI ANTINORI 2021";"TIGNANELLO MARCHESI ANTINORI 2021";"Di colore rosso rubino intenso. Colpisce al naso per la sua complessità. Note di frutta rossa matura come ciliegia sotto spirito, amarena, lampone e prugna si alternano a delicati sentori speziati di chiodo di garofano e liquirizia. Dolci sensazioni balsamiche di menta e cioccolato completano il complesso bouquet. Al palato è ricco, avvolgente e vibrante con tannini morbidi e vellutati. Lungo il finale e persistente il retrogusto, dove ritornano le note percepite al naso.";"Intense ruby ​​red color. It strikes the nose with its complexity. Notes of ripe red fruit such as cherry in alcohol, black cherry, raspberry and plum alternate with delicate spicy hints of clove and liquorice. Sweet balsamic sensations of mint and chocolate complete the complex bouquet. On the palate it is rich, enveloping and vibrant with soft and velvety tannins. The aftertaste is long and persistent, where the notes perceived on the nose return.";"1";"1475";"190"
"2808";"PINOT GRIGIO JERMANN 2023";"PINOT GRIGIO JERMANN 2023";"Jermann Pinot Grigio è ottenuto dall’omonima varietà di uve, in purezza. Esse provengono da vigneti con esposizione sud-ovest e nord-est, e con suoli ricchi di Ponca. Dopo la vendemmia, che viene realizzata rigorosamente a mano, i grappoli vengono trasportati in cantina e lì vengono pigiati e trasformati in mosto. La fermentazione alcolica si svolge all’interno di contenitori di acciaio inox, così come l’affinamento. Tale fase ha una durata di circa 6 mesi ed è volta a preservare tutta la purezza espressiva del frutto, senza intaccarla o coprirla con l’utilizzo del legno.  Il bianco Pinot Grigio di Jermann presenta un colore giallo paglierino intenso, impreziosito da riflessi rosa antico. Il suo profumo gioca intensamente su toni fruttati, agrumati e ravvivati da una nota minerale distintiva. Confermata anche al gusto, questa salinità del tutto particolare tradisce il territorio di provenienza, del quale racconta anche la freschezza e la complessità. Il corpo è pieno e scolpito da grande finezza; una composta ma lunga persistenza chiude il sorso e determina indiscutibilmente lo charme di questo bianco da Pinot Grigio.";"Jermann Pinot Grigio is obtained from the grape variety of the same name, in purity. They come from vineyards with south-west and north-east exposure, and with soils rich in Ponca. After the harvest, which is carried out strictly by hand, the bunches are transported to the cellar and there they are pressed and transformed into must. The alcoholic fermentation takes place inside stainless steel containers, as does the refinement. This phase lasts approximately 6 months and is aimed at preserving all the expressive purity of the fruit, without affecting it or covering it with the use of wood.  Jermann's white Pinot Grigio has an intense straw yellow color, embellished with antique pink reflections. Its scent plays intensely on fruity, citrus tones and enlivened by a distinctive mineral note. Also confirmed by the taste, this very particular salinity betrays the territory of origin, of which it also speaks of the freshness and complexity. The body is full and sculpted with great finesse; a composed but long persistence closes the sip and unquestionably determines the charm of this white from Pinot Grigio.";"1";"1476";"53"
"2810";"CHARDONNAY JERMANN 2023";"CHARDONNAY JERMANN 2023";"Il vino Chardonnay è un bianco friulano ottenuto da vigne giovani esposte a sud-ovest e nord-est che poggiano su un terreno caratteristico della zona, la “ponca”, un substrato roccioso composto da marne e arenarie stratificate di età ecocenica.  Il processo parte con la vendemmia delle uve, che vengono selezionate con cura e pressate sofficemente. Il mosto fiore ottenuto fermenta e affina in solo acciaio, esprimendo così in maniera pura i sentori primari dell’uva.  Il vino bianco Chardonnay illumina il bicchiere con il suo brillante manto giallo paglierino orlato da sfumature verdoline. Il profilo aromatico risulta intenso e complesso, caratterizzato da una sinfonia di note di frutta gialla, agrumi e fiori bianchi, con scie di mandorla in chiusura. Al palato si rivela delicato, raffinato e immediato con una decisa sferzata sapido-minerale. La beva è composta e ben proporzionata, resa calibrata dal bellissimo rapporto costante tra materia e freschezza. Da degustare come aperitivo o abbinato a pietanze a base di pesce bianco e crostacei. Si comporta anche molto bene con piatti a base di verdure, delicate carni bianche e formaggi freschi. Un sorso indelebile che sa di Friuli.";"Chardonnay wine is a Friulian white obtained from young vineyards exposed to the south-west and north-east which rest on a soil characteristic of the area, the \"ponca\", a rocky substrate composed of stratified marl and sandstone of Ecocene age. The process starts with the harvest of the grapes, which are carefully selected and softly pressed. The free-run must obtained ferments and refines in steel only, thus expressing the primary aromas of the grape in a pure way.  The Chardonnay white wine illuminates the glass with its brilliant straw yellow coat edged with greenish nuances. The aromatic profile is intense and complex, characterized by a symphony of notes of yellow fruit, citrus and white flowers, with hints of almond at the end. On the palate it is delicate, refined and immediate with a decisive savory-mineral burst. The drink is composed and well-proportioned, made calibrated by the beautiful constant relationship between material and freshness. To be tasted as an aperitif or combined with dishes based on white fish and shellfish. It also performs very well with vegetable dishes, delicate white meats and fresh cheeses. An indelible sip that tastes of Friuli. Feed";"1";"1478";"56"
"2811";"SAUVIGNON JERMANN 2023";"SAUVIGNON JERMANN 2023";"Le uve Sauvignon, che danno vita a questa storica etichetta della cantina Jermann, provengono da un territorio di grande eccezionalità e rilevanza qualitativa: il Collio. Con i suoi suoli ricchi di marne e arenarie tipiche della zone e con il noto sottosuolo roccioso, localmente chiamato “Ponca”, questo terroir è in grado di donare naturale complessità ai grappoli che alleva e custodisce. Attenzione per la terra, passione e innovazione sono le parole chiave di questa realtà friulana. La vendemmia manuale delle uve porta in cantina frutti sani che vengono poi vinificati in serbatoi di acciaio, dove il vino, in seguito alla fermentazione alcolica, maturerà per 6 mesi, affinando le proprie caratteristiche intrinseche prima di essere imbottigliato.  Il Sauvignon della cantina Jermann alla vista brilla di un vivissimo giallo paglierino intenso. Al naso evoca sensazioni agrumate, di frutto della passione, mentuccia fresca e foglia di pomodoro con una chiusura di intenso rimando al fiore di sambuco. Al palato risulta asciutto, dal sorso pieno, elegante, fresco e sapido che finisce con rimandi piacevolmente balsamici. Negli abbinamenti sa spaziare da piatti con materie prime di pregio, in primis pesce come salmone e halibut, sino a preparazioni semplici. Un vino capace di creare immagini  e storie, che sa dialogare, lasciando un indelebile ricordo.   ";"The Sauvignon grapes, which give life to this historic label from the Jermann winery, come from a territory of great exceptionality and qualitative importance: the Collio. With its soils rich in marl and sandstone typical of the area and with the well-known rocky subsoil, locally called \"Ponca\", this terroir is able to give natural complexity to the bunches it grows and cares for. Attention for the land, passion and innovation are the key words of this Friulian reality. The manual harvest of the grapes brings healthy fruits to the cellar which are then vinified in steel tanks, where the wine, following alcoholic fermentation, will mature for 6 months, refining its intrinsic characteristics before being bottled.  The Sauvignon from the Jermann winery shines to the eye with a very bright, intense straw yellow. On the nose it evokes citrus sensations, of passion fruit, fresh mint and tomato leaf with a finish of intense reference to elderflower. On the palate it is dry, with a full, elegant, fresh and savory sip that ends with pleasantly balsamic references. In his pairings he knows how to range from dishes with quality raw materials, primarily fish such as salmon and halibut, to simple preparations. A wine capable of creating images and stories, which knows how to dialogue, leaving an indelible memory.";"1";"1479";"56"
"2812";"VINTAGE TUNINA JERMANN 2022";"VINTAGE TUNINA JERMANN 2022";"Jermann Tunina Vintage è un blend delle uve bianche più famose del Friuli, in grado di congiungere in un sorso la finezza, l'aromaticità e la morbidezza dello Chardonnay e del Sauvignon alla tipica e alta qualità delle varietà locali, come Malvasia Istriana, Ribolla Gialla e Picolit. Si tratta di un’interpretazione sublime ed elegante, definita da Cesare Pillon come uno straordinario vino meditativo, ma in senso attivo perchè fa meditare e fa sognare. I vigneti, allevati con il sistema tradizionale detto “capuccina” si estendono per 3 ettari e affondano le radici nel tipico territorio del Collio, nominato ponca, composto da marne e arenarie di età ecocenica. La vinificazione avviene in vasche d’acciaio mentre l’affinamento è svolto per una parte del liquido in botti di legno austriaco da 60-80 hl.  Il vino Vintage Tunina si presenta con un manto paglierino orlato da sfumature dorate. Il naso è caleidoscopico, pimpante e intenso, alterna sferzate di frutta gialla esotica a sensazioni di fiori campo con preziosi sbuffi di zafferano e miele. Essenza di agrumi, folate di erbe aromatiche e sfumature minerali in seconda battuta. Il sorso è di grande personalità e carattere, mostra una freschezza vibrante che guida tutte le componenti gustative. La struttura è solida e compatta, senza essere invadente. Ricco e suadente, si congeda in un finale di lunga persistenza. La sua grandissima beva ti trascina fino in fondo!";"Jermann Tunina Vintage is a blend of the most famous white grapes of Friuli, capable of combining in one sip the finesse, aromaticity and softness of Chardonnay and Sauvignon with the typical and high quality of local varieties, such as Malvasia Istriana, Ribolla Gialla and Picolit. It is a sublime and elegant interpretation, defined by Cesare Pillon as an extraordinary meditative wine, but in an active sense because it makes you meditate and dream. The vineyards, grown with the traditional system called \"capuccina\", extend for 3 hectares and have their roots in the typical Collio territory, called ponca, composed of marl and sandstone of Ecocene age. The vinification takes place in steel tanks while the refinement is carried out for a part of the liquid in 60-80 hl Austrian wooden barrels.  The Vintage Tunina wine presents itself with a straw yellow color edged with golden nuances. The nose is kaleidoscopic, perky and intense, alternating bursts of exotic yellow fruit with sensations of wild flowers with precious puffs of saffron and honey. Citrus essence, gusts of aromatic herbs and secondary mineral nuances. The sip has great personality and character, showing a vibrant freshness that guides all the gustatory components. The structure is solid and compact, without being intrusive. Rich and persuasive, it ends with a long-lasting finish. Its great drink drags you all the way!";"1";"1480";"98"
"2813";"CHIANTI CLASSICO \"CETAMURA\" TENUTA BADIA A COLTIBUONO 2022";"CHIANTI CLASSICO \"CETAMURA\" TENUTA BADIA A COLTIBUONO 2022";"Bella luminosità e pulizia all'esame visivo, il vino è di colore rosso rubino intenso. Al naso incontriamo sentori fruttati, di ciliegia matura, di marasca, e poi speziati, di cannella e un leggero tocco di chiodi di garofano. Al palato mantiene la morbidezza che prometteva al naso, con ritorni di aromi fruttati, un bell'equilibrio, una curiosa sapidità e una buona struttura. Buona la persistenza.";"Beautiful brightness and cleanliness upon visual examination, the wine has an intense ruby ​​red color. On the nose we encounter fruity hints, of ripe cherry, of morello cherry, and then spicy, of cinnamon and a light touch of cloves. On the palate it maintains the softness that it promised on the nose, with returns of fruity aromas, a nice balance, a curious flavor and a good structure. Good persistence.";"1";"1481";"56"
"2814";"CHIANTI CLASSICO \"CETAMURA\" TENUTA BADIA A COLTIBUONO 2022";"CHIANTI CLASSICO \"CETAMURA\" TENUTA BADIA A COLTIBUONO 2022";"Bella luminosità e pulizia all'esame visivo, il vino è di colore rosso rubino intenso. Al naso incontriamo sentori fruttati, di ciliegia matura, di marasca, e poi speziati, di cannella e un leggero tocco di chiodi di garofano. Al palato mantiene la morbidezza che prometteva al naso, con ritorni di aromi fruttati, un bell'equilibrio, una curiosa sapidità e una buona struttura. Buona la persistenza.";"Beautiful brightness and cleanliness upon visual examination, the wine has an intense ruby ​​red color. On the nose we encounter fruity hints, of ripe cherry, of morello cherry, and then spicy, of cinnamon and a light touch of cloves. On the palate it maintains the softness that it promised on the nose, with returns of fruity aromas, a nice balance, a curious flavor and a good structure. Good persistence.";"1";"1482";"12"
"2815";"AMARONE CLASSICO DELLA VALPOLICELLA DOCG \"VIGNETO MONTE URBANO \" FRATELLI SPERI 2005";"AMARONE CLASSICO DELLA VALPOLICELLA DOCG \"VIGNETO MONTE URBANO \" FRATELLI SPERI 2005";"Simbolo indiscusso della famiglia Speri, l’Amarone Sant’Urbano è un eccellente esempio di finezza e classicità. Un vino straordinario di grande complessità e vigorosa struttura da sempre ai vertici per eleganza e qualità.  Corvina Veronese e Corvinone 70%, Rondinella 25%, Molinara 5%. Dopo la vendemmia, i grappoli vengono fatti appassire per circa 100 giorni, operazione che porta a un calo ponderale del 40% circa. Dopo la vinificazione il vino viene lasciato invecchiare per 24 mesi in tonneaux di rovere francese e, a seguire, 18 mesi in botti medio-grandi di rovere di Slavonia. L’affinamento in bottiglia dura 12 mesi.  Di colore rosso granato intenso, ha un profumo etereo di frutta appassita. Al palato è corposo, caldo, avvolgente, asciutto. Vino importante e di rara eleganza, si presta bene all’invecchiamento.";"Undisputed symbol of the Speri family, Amarone Sant'Urbano is an excellent example of finesse and classicism. An extraordinary wine of great complexity and vigorous structure that has always been at the top for elegance and quality.  Corvina Veronese and Corvinone 70%, Rondinella 25%, Molinara 5%. After the harvest, the bunches are dried for around 100 days, an operation which leads to a weight loss of around 40%. After vinification, the wine is left to age for 24 months in French oak tonneaux and, subsequently, 18 months in medium-large Slavonian oak barrels. Bottle refinement lasts 12 months.  Intense garnet red in color, it has an ethereal scent of dried fruit. On the palate it is full-bodied, warm, enveloping, dry. An important wine of rare elegance, it lends itself well to ageing.";"1";"1483";"320"
"2816";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT'URBANO\" FRATELLI SPERI 2008";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT'URBANO\" FRATELLI SPERI 2008";"Simbolo indiscusso della famiglia Speri, l'Amarone Sant'Urbano è un ottimo esempio di finezza e classicità. Uno straordinario vino di grande complessità e vigorosa struttura da sempre ai vertici per eleganza e qualità.  Corvina Veronese e Corvinone 70%, Rondinella 25%, Molinara 5%. Dopo la raccolta, i grappoli vengono fatti appassire per circa 100 giorni, operazione che porta ad un calo peso pari a circa il 40%. Dopo la vinificazione, il vino viene lasciato affinare per 24 mesi in tonneaux di rovere francese e, successivamente, 18 mesi in botti di rovere di Slavonia medio-grandi. L'affinamento in bottiglia dura 12 mesi.  Di colore rosso granato intenso, ha un profumo etereo di frutta secca. Al palato è corposo, caldo, avvolgente, asciutto. Vino importante e di rara eleganza, ben si presta all'invecchiamento. Feedb";"Undisputed symbol of the Speri family, Amarone Sant'Urbano is an excellent example of finesse and classicism. An extraordinary wine of great complexity and vigorous structure that has always been at the top for elegance and quality.  Corvina Veronese and Corvinone 70%, Rondinella 25%, Molinara 5%. After the harvest, the bunches are dried for around 100 days, an operation which leads to a weight loss of around 40%. After vinification, the wine is left to age for 24 months in French oak tonneaux and, subsequently, 18 months in medium-large Slavonian oak barrels. Bottle refinement lasts 12 months.  Intense garnet red in color, it has an ethereal scent of dried fruit. On the palate it is full-bodied, warm, enveloping, dry. An important wine of rare elegance, it lends itself well to ageing.";"1";"1484";"380"
"2818";"SASSICAIA TENUTA SAN GUIDO 2021";"SASSICAIA TENUTA SAN GUIDO 2021";"Il Sassicaia Tenuta San Guido, anche grazie al prezioso contributo dell'enologo Giacomo Tachis, è diventato il simbolo di una produzione enologica di altissima qualità, conosciuto e apprezzato in tutto il mondo, simbolo culturale come la mano del maestro dell’enologia italiana che lo ha accarezzato per lungo tempo. Esalterà tutte le grandi occasioni e le cene sontuose, ma sorseggiato in piacevole solitudine e meditazione saprà stupirvi come nessun'altro. Le uve nascono in una dei più celebri cru aziendali, composto da un mosaico di elementi naturali. La conformazione unica del terreno, l'esposizione a ovest, sud-ovest e l'altitudine di 100-300 metri hanno creato la culle perfetta dove far germogliare questo prestigioso tesoro enologico.  Il Bolgheri Sassicaia è un rosso sontuoso, dal manto rubino prezioso, come la pietra a cui si deve il colore. Al naso affascinano le note di ciliegie mature, more, ribes nero, rosmarino, lavanda, foglie di lampone e mondo erbaceo, il tutto accompagnato da un pizzico di elegante nota di quercia e da lievi spunti di tabacco da pipa. Al palato si fa apprezzare per la sua intensità, vigoria dell’arduo territorio da cui nasce, e da una trama perfettamente ricamata da freschezza e sapidità. Coinvolgente: un'espressione da ascoltare e dalle intense sfumature. Ama il tempo e non lo teme, infatti esprime al meglio la storia che racchiude in sé con l’invecchiamento. È un capolavoro della terra impervia di Bolgheri, unico e dalle ampie evoluzioni; addirittura è l’unico ad avere un disciplinare di denominazione riservato. Un'eccellenza staordinaria, figlia di una cantina storica e simbolica del mondo vitivinicolo italiano! Numero uno";" Sassicaia Tenuta San Guido, also thanks to the precious contribution of the oenologist Giacomo Tachis, has become the symbol of a very high quality oenological production, known and appreciated throughout the world, a cultural symbol like the hand of the master of Italian oenology who he caressed for a long time. It will enhance all great occasions and sumptuous dinners, but sipped in pleasant solitude and meditation it will amaze you like no other. The grapes grow in one of the most famous company crus, composed of a mosaic of natural elements. The unique conformation of the land, the exposure to the west, south-west and the altitude of 100-300 meters have created the perfect cradles in which to germinate this prestigious wine treasure.  Bolgheri Sassicaia is a sumptuous red, with a precious ruby ​​coat, like the stone to which it owes its colour. The nose is fascinated by notes of ripe cherries, blackberries, blackcurrants, rosemary, lavender, raspberry leaves and herbaceous world, all accompanied by a pinch of elegant oak note and slight hints of pipe tobacco. On the palate it is appreciated for its intensity, the vigor of the arduous territory from which it comes, and for a texture perfectly embroidered with freshness and flavor. Engaging: an expression to listen to and with intense nuances. It loves time and does not fear it, in fact it best expresses the story it contains within itself with ageing. It is a masterpiece of the impervious land of Bolgheri, unique and with extensive evolutions; it is even the only one to have a reserved denomination specification. An extraordinary excellence, daughter of a historic and symbolic winery of the Italian wine world! Number one";"1";"1486";"530"
"2820";"ROSES  ROSES BRUT  OTTELLA ";"ROSES  ROSES BRUT  OTTELLA ";"Il Roses Roses Brut nasce da una cuvée di Corvina Veronese (50%), Rondinella (40%) e Lagrein (10%). La vendemmia avviene con selezione manuale delle uve riposte in piccole cassette da 17 kg.   50% Corvina Veronese, 40% Rondinella, 10% Lagrein. Affinamento sui lieviti minimo 1 anno.  È caratterizzato da grande freschezza che si avverte già al colore rosa tenue. Spicca una fragranza di piccoli frutti, ben avvertibili al naso.";"The Roses Roses Brut comes from a cuvée of Corvina Veronese (50%), Rondinella (40%) and Lagrein (10%). The harvest takes place with manual selection of the grapes placed in small 17 kg boxes.  50% Corvina Veronese, 40% Rondinella, 10% Lagrein. Aging on the yeasts for a minimum of 1 year.  It is characterized by great freshness which is already noticeable in the pale pink colour. A fragrance of small fruits stands out, clearly noticeable on the nose.";"1";"1488";"62"
"2821";"\"ROSES  ROSES\" BRUT  ROSE'  OTTELLA ";"\"ROSES  ROSES\" BRUT  ROSE'  OTTELLA ";"Il Roses Roses Brut nasce da una cuvée di Corvina Veronese (50%), Rondinella (40%) e Lagrein (10%). La vendemmia avviene con selezione manuale delle uve riposte in piccole cassette da 17 kg.   50% Corvina Veronese, 40% Rondinella, 10% Lagrein. Affinamento sui lieviti minimo 1 anno.  È caratterizzato da grande freschezza che si avverte già al colore rosa tenue. Spicca una fragranza di piccoli frutti, ben avvertibili al naso.";"The Roses Roses Brut comes from a cuvée of Corvina Veronese (50%), Rondinella (40%) and Lagrein (10%). The harvest takes place with manual selection of the grapes placed in small 17 kg boxes.  50% Corvina Veronese, 40% Rondinella, 10% Lagrein. Aging on the yeasts for a minimum of 1 year.  It is characterized by great freshness which is already noticeable in the pale pink colour. A fragrance of small fruits stands out, clearly noticeable on the nose.";"1";"1489";"11"
